"","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","id_new"
"1687",50,0.38,0.847,2,-12.352,1,0.0897,0.000117,0.265,0.216,0.119,133.182,133120,4,1757
"1688",45,0.342,0.82,1,-10.91,0,0.046,2.62e-05,0.749,0.104,0.525,119.421,201760,4,1758
"1689",43,0.297,0.868,6,-11.075,0,0.0436,7.06e-06,0.568,0.208,0.702,93.789,316507,4,1759
"1690",43,0.488,0.847,6,-11.921,0,0.0563,0.0024,0.374,0.204,0.522,103.61,315067,4,1760
"1691",46,0.364,0.88,2,-11.859,1,0.0641,0.000128,0.806,0.287,0.435,118.668,258093,4,1761
"1692",65,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,4,1762
"1693",62,0.481,0.926,11,-8.724,0,0.0577,0.000179,0.63,0.0883,0.462,96.5,312360,4,1763
"1694",66,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,392600,4,1764
"1695",74,0.317,0.981,6,-7.102,1,0.174,0.00242,0.00677,0.0852,0.234,140.079,165907,4,1765
"1696",66,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,4,1766
"1697",58,0.415,0.98,6,-4.056,0,0.202,0.00211,0.00164,0.325,0.185,118.512,285973,4,1767
"1698",64,0.538,0.215,8,-13.881,1,0.0608,0.979,0.901,0.0876,0.112,179.199,310799,3,1768
"1699",71,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,152280,4,1769
"1700",55,0.326,0.257,7,-14.766,0,0.0322,0.946,0.944,0.102,0.108,97.734,244920,3,1770
"1701",57,0.361,0.062,2,-27.905,1,0.0439,0.987,0.931,0.102,0.363,109.682,126627,4,1771
"1702",63,0.383,0.116,10,-20.438,1,0.0354,0.991,0.918,0.0959,0.0916,150.441,203629,3,1772
"1703",58,0.237,0.0528,3,-16.728,1,0.0401,0.991,0.655,0.102,0.12,83.739,196534,1,1773
"1704",52,0.282,0.149,10,-27.872,1,0.0415,0.993,0.883,0.117,0.462,91.09,211987,4,1774
"1705",65,0.132,0.0195,0,-29.76,1,0.0445,0.993,0.888,0.0569,0.14,81.616,163267,3,1775
"1706",54,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067,3,1776
"1707",52,0.43,0.00236,7,-35.495,1,0.0794,0.995,0.932,0.0926,0.371,173.332,189840,4,1777
"1708",65,0.23,0.217,10,-13.464,1,0.0386,0.989,0.892,0.0844,0.156,157.084,275973,3,1778
"1709",53,0.255,0.197,2,-17.246,1,0.0361,0.983,0.849,0.132,0.177,119.609,210025,4,1779
"1710",54,0.387,0.0225,7,-20.961,0,0.0569,0.976,0.908,0.0912,0.119,119.532,276640,4,1780
"1711",55,0.265,0.0156,11,-31.633,0,0.045,0.987,0.949,0.365,0.0359,71.978,231427,4,1781
"1712",50,0.345,0.0534,6,-24.109,0,0.03,0.976,0.892,0.112,0.27,143.742,306800,4,1782
"1713",56,0.14,0.248,7,-14.361,1,0.0456,0.964,0.929,0.109,0.0786,76.286,192840,3,1783
"1714",52,0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,369027,4,1784
"1715",42,0.387,0.0175,10,-27.615,1,0.0412,0.966,0.00896,0.0825,0.267,162.671,255387,4,1785
"1716",61,0.278,0.00448,1,-32.897,1,0.0528,0.993,0.926,0.0579,0.0391,70.871,333707,1,1786
"1717",52,0.549,0.124,9,-16.713,0,0.032,0.981,0.927,0.109,0.0798,79.906,229558,4,1787
"1718",53,0.453,0.0385,9,-28.125,0,0.0392,0.995,0.908,0.0797,0.155,97.682,213187,4,1788
"1719",46,0.35,0.213,9,-16.787,0,0.034,0.972,0.912,0.115,0.0396,127.975,221019,4,1789
"1720",46,0.472,0.0584,0,-22.632,0,0.0383,0.989,0.876,0.11,0.158,104.461,247013,4,1790
"1721",48,0.251,0.0802,7,-24.034,1,0.0547,0.984,0.809,0.165,0.199,80.164,389613,4,1791
"1722",48,0.341,0.00393,8,-39.003,1,0.0433,0.994,0.919,0.106,0.263,124.66,326373,4,1792
"1723",61,0.5,0.0104,2,-26.764,1,0.0622,0.996,0.949,0.0573,0.133,114.76,327080,4,1793
"1724",47,0.451,0.0992,2,-22.819,1,0.0433,0.993,0.913,0.0966,0.531,114.751,286960,3,1794
"1725",46,0.125,0.00615,6,-37.308,1,0.0365,0.991,0.887,0.0802,0.0585,70.116,362960,4,1795
"1726",36,0.538,0.00808,7,-35.85,1,0.0939,0.995,0.922,0.0762,0.281,103.729,216907,4,1796
"1727",59,0.417,0.184,2,-11.3,1,0.037,0.574,0.859,0.137,0.296,109.459,291413,4,1797
"1728",44,0.163,0.00636,0,-34.498,0,0.0438,0.974,0.789,0.0797,0.0396,130.953,415000,5,1798
"1729",61,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703,218293,4,1799
"1730",47,0.0916,0.104,5,-20.199,1,0.0407,0.862,0.897,0.255,0.0364,86.803,247507,4,1800
"1731",50,0.246,0.0833,9,-25.533,0,0.0488,0.992,0.915,0.0883,0.161,92.413,158547,3,1801
"1732",46,0.258,0.0703,0,-21.879,0,0.0323,0.914,0.938,0.111,0.346,91.611,224827,4,1802
"1733",44,0.462,0.182,9,-21.617,1,0.0497,0.991,0.887,0.0828,0.687,90.478,242880,4,1803
"1734",44,0.368,0.202,5,-23.873,1,0.0364,0.992,0.896,0.124,0.835,100.867,235800,4,1804
"1735",58,0.15,0.0493,5,-23.149,1,0.0372,0.978,0.909,0.0952,0.067,181.665,425720,3,1805
"1736",47,0.362,0.208,9,-12.478,0,0.0398,0.928,0.906,0.11,0.299,77.305,269613,4,1806
"1737",45,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,296480,4,1807
"1738",48,0.324,0.0333,11,-27.409,0,0.0436,0.993,0.93,0.099,0.163,97.125,255747,4,1808
"1739",52,0.232,0.0892,2,-17.934,1,0.0385,0.986,0.892,0.0791,0.103,79.675,255307,4,1809
"1740",47,0.51,0.0885,5,-27.083,0,0.0676,0.992,0.88,0.683,0.396,81.7,151520,4,1810
"1741",70,0.375,0.00406,7,-31.824,0,0.0671,0.994,0.908,0.0842,0.358,139.682,58387,1,1811
"1742",47,0.339,0.0233,5,-27.004,0,0.0595,0.995,0.879,0.105,0.0564,71.241,187680,3,1812
"1743",52,0.24,0.011,5,-36.134,0,0.0463,0.995,0.853,0.0796,0.161,63.033,186293,4,1813
"1744",43,0.252,0.0292,4,-25.987,1,0.0438,0.992,0.914,0.0711,0.0598,125.572,176587,3,1814
"1745",53,0.138,0.0337,2,-27.266,1,0.0476,0.989,0.974,0.1,0.181,72.134,164680,4,1815
"1746",44,0.157,0.00296,9,-42.117,0,0.0405,0.991,0.852,0.0866,0.0393,172.639,294373,4,1816
"1747",56,0.197,0.0527,7,-24.809,1,0.0432,0.991,0.945,0.0731,0.0386,82.876,193373,4,1817
"1748",40,0.339,0.00527,7,-38.406,1,0.0387,0.988,0.888,0.079,0.0993,90.473,477293,4,1818
"1749",57,0.372,0.00297,6,-31.65,1,0.057,0.995,0.951,0.0587,0.226,89.567,207600,3,1819
"1750",45,0.108,0.224,2,-18.621,1,0.047,0.896,0.893,0.103,0.105,66.203,462707,4,1820
"1751",44,0.203,0.104,2,-22.281,1,0.032,0.851,0.0255,0.279,0.128,100.78,226387,4,1821
"1752",62,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,3,1822
"1753",43,0.171,0.238,0,-14.916,1,0.0358,0.968,0.928,0.115,0.0987,105.304,222560,4,1823
"1754",39,0.174,0.122,6,-16.03,0,0.0401,0.97,0.895,0.102,0.0398,117.352,428067,4,1824
"1755",45,0.3,0.0132,7,-33.472,0,0.0387,0.995,0.871,0.0917,0.0934,83.693,200600,4,1825
"1756",47,0.355,0.0443,0,-24.512,1,0.0355,0.994,0.882,0.109,0.149,76.587,198427,3,1826
"1757",43,0.319,0.00393,0,-37.503,1,0.0412,0.994,0.949,0.0671,0.0453,70.628,205787,4,1827
"1758",52,0.175,0.00886,4,-32.144,0,0.0457,0.99,0.883,0.0867,0.0336,66.935,185493,4,1828
"1759",44,0.305,0.00522,9,-23.633,0,0.143,0.995,0.9,0.0596,0.036,67.727,138067,5,1829
"1760",43,0.265,0.0322,11,-27.297,0,0.0408,0.94,0.94,0.153,0.074,75.616,167587,4,1830
"1761",44,0.209,0.163,9,-17.729,1,0.039,0.96,0.836,0.146,0.121,130.813,376120,3,1831
"1762",44,0.243,0.111,7,-21.415,0,0.0453,0.959,0.941,0.106,0.185,143.278,150413,3,1832
"1763",48,0.264,0.0233,1,-32.543,1,0.0451,0.993,0.945,0.103,0.512,145.794,230493,3,1833
"1764",50,0.164,0.149,10,-17.711,1,0.0414,0.983,0.938,0.109,0.0337,95.359,219413,4,1834
"1765",42,0.212,0.06,8,-22.014,1,0.0419,0.988,0.944,0.101,0.0351,56.548,293693,4,1835
"1766",61,0.314,0.0157,1,-36.252,0,0.0356,0.991,0.916,0.134,0.0939,95.89,199773,4,1836
"1767",44,0.269,0.00856,1,-29.686,1,0.0367,0.991,0.913,0.132,0.0808,70.131,264560,4,1837
"1768",40,0.316,0.0731,0,-24.223,1,0.0479,0.619,0.00115,0.111,0.234,104.17,343627,4,1838
"1769",47,0.32,0.0575,10,-28.05,0,0.0441,0.994,0.908,0.0758,0.188,132.109,370613,4,1839
"1770",43,0.243,0.00993,4,-33.111,1,0.0431,0.994,0.893,0.1,0.136,168.758,92467,3,1840
"1771",51,0.321,0.0822,7,-19.555,0,0.0334,0.991,0.924,0.128,0.102,74.093,264093,4,1841
"1772",41,0.401,0.0429,2,-30.223,1,0.0379,0.993,0.913,0.0982,0.226,69.027,156173,4,1842
"1773",42,0.369,0.00245,2,-35.132,1,0.0481,0.995,0.952,0.0718,0.0736,96.613,318240,1,1843
"1774",45,0.406,0.134,10,-19.338,1,0.0366,0.893,0.818,0.123,0.203,121.792,429560,4,1844
"1775",43,0.181,0.157,6,-19.318,1,0.0391,0.887,0.95,0.17,0.162,82.378,163453,3,1845
"1776",46,0.17,0.104,2,-17.169,1,0.0445,0.954,0.784,0.193,0.079,112.161,165973,4,1846
"1777",43,0.554,0.00581,2,-31.374,0,0.0746,0.996,0.957,0.0571,0.42,109.884,117373,4,1847
"1778",36,0.281,0.0131,9,-28.85,1,0.0361,0.99,0.921,0.0875,0.0741,72.744,272133,4,1848
"1779",44,0.221,0.00921,4,-34.063,1,0.0384,0.995,0.901,0.0837,0.105,138.205,194000,4,1849
"1780",51,0.187,0.25,2,-16.156,1,0.0394,0.685,0.0338,0.0945,0.0897,90.676,292413,3,1850
"1781",45,0.377,0.111,4,-17.324,1,0.0588,0.726,0.707,0.109,0.137,96.688,213253,4,1851
"1782",50,0.288,0.212,0,-21.625,1,0.0304,0.951,0.927,0.0903,0.148,139.186,193427,1,1852
"1783",52,0.292,0.0332,4,-26.977,1,0.042,0.973,0.901,0.0777,0.23,94.82,188667,3,1853
"1784",44,0.294,0.00684,4,-29.3,1,0.047,0.993,0.939,0.0616,0.055,49.792,210827,4,1854
"1785",41,0.396,0.00854,4,-30.096,1,0.0768,0.994,0.928,0.084,0.0774,63.516,267787,3,1855
"1786",41,0.253,0.202,2,-18.462,1,0.0362,0.906,0.963,0.403,0.302,93.184,237027,3,1856
"1787",43,0.297,0.06,8,-26.92,1,0.0357,0.994,0.903,0.105,0.0641,113.755,116080,1,1857
"1788",37,0.0627,0.0717,3,-20.986,1,0.0394,0.966,0.854,0.119,0.0374,68.3,204133,3,1858
"1789",45,0.288,0.101,11,-24.78,0,0.0522,0.992,0.93,0.0908,0.0368,77.531,182147,4,1859
"1790",52,0.538,0.0416,8,-25.889,1,0.0399,0.941,0.915,0.109,0.16,59.173,176467,4,1860
"1791",46,0.286,0.00636,0,-32.601,1,0.0426,0.972,0.283,0.107,0.102,124.465,245613,4,1861
"1792",34,0.219,0.0279,0,-32.223,1,0.0476,0.948,0.741,0.0767,0.0952,78.838,323907,3,1862
"1793",51,0.246,0.00592,2,-38.92,0,0.0466,0.993,0.898,0.067,0.0696,65.342,128013,5,1863
"1794",45,0.358,0.0161,5,-26.069,1,0.0471,0.992,0.948,0.0861,0.078,67.332,226293,4,1864
"1795",42,0.312,0.00198,3,-38.245,1,0.0534,0.995,0.947,0.0909,0.122,75.291,331907,3,1865
"1796",40,0.0787,0.0126,2,-36.457,1,0.0448,0.988,0.908,0.112,0.267,34.856,160600,3,1866
"1797",39,0.142,0.0196,7,-33.726,1,0.0395,0.954,0.43,0.419,0.0353,95.518,105600,4,1867
"1798",54,0.225,0.431,5,-15.42,0,0.0479,0.0901,0.847,0.199,0.126,121.277,91100,3,1868
"1799",63,0.574,0.788,6,-5.161,0,0.152,0.00428,0.639,0.391,0.0738,177.402,205514,4,1869
"1800",51,0.597,0.659,10,-7.864,0,0.0762,0.7,0.0033,0.112,0.232,128.015,138789,4,1870
"1801",64,0.652,0.0475,9,-27.987,1,0.17,0.485,0.231,0.143,0.607,59.608,63972,3,1871
"1802",52,0.773,0.541,2,-11.242,1,0.0518,0.00806,0.106,0.114,0.869,108.984,373340,4,1872
"1803",68,0.218,0.464,7,-9.013,0,0.0335,0.0335,0.962,0.122,0.0414,139.32,178308,4,1873
"1804",63,0.58,0.416,1,-14.727,1,0.0398,0.319,0.766,0.102,0.176,139.994,150959,4,1874
"1805",59,0.436,0.801,5,-7.147,0,0.0366,0.0233,0.0372,0.142,0.121,83.511,183234,4,1875
"1806",66,0.496,0.215,4,-20.598,1,0.0356,0.844,0.943,0.112,0.0353,85.052,217412,4,1876
"1807",64,0.585,0.666,11,-8.17,0,0.395,0.127,0.0737,0.0644,0.136,160.17,168000,4,1877
"1808",63,0.819,0.48,3,-9.689,1,0.18,0.0355,0.306,0.305,0.12,130.865,124604,4,1878
"1809",67,0.559,0.743,1,-9.447,1,0.0532,0.0711,0.9,0.152,0.264,119.981,345387,4,1879
"1810",52,0.582,0.832,10,-6.187,1,0.101,0.375,0.238,0.202,0.0388,105.059,152477,5,1880
"1811",65,0.443,0.322,11,-11.843,0,0.0406,0.783,0.623,0.225,0.0752,89.913,173333,4,1881
"1812",60,0.643,0.445,9,-15.23,0,0.043,0.682,0.931,0.087,0.0714,104.999,165653,4,1882
"1813",62,0.473,0.278,0,-16.187,1,0.0297,0.527,0.755,0.087,0.174,102.097,122353,4,1883
"1814",64,0.688,0.525,1,-6.454,0,0.0282,0.0542,0.394,0.224,0.653,90.007,181469,4,1884
"1815",64,0.611,0.848,6,-7.258,0,0.0321,0.0585,0.821,0.126,0.175,100.032,256812,4,1885
"1816",64,0.725,0.576,4,-10.293,0,0.0632,0.255,0.936,0.0938,0.311,99.993,180169,4,1886
"1817",62,0.818,0.433,0,-8.545,1,0.0383,0.239,0.915,0.123,0.0367,140.003,142286,4,1887
"1818",62,0.562,0.809,5,-7.881,0,0.0335,0.172,0.488,0.446,0.0853,100.006,175200,4,1888
"1819",63,0.492,0.806,8,-6.31,1,0.0427,0.221,0.67,0.225,0.143,96.065,240625,4,1889
"1820",63,0.507,0.661,2,-10.37,0,0.04,0.967,0.929,0.113,0.355,127.005,294692,3,1890
"1821",60,0.529,0.713,4,-7.837,0,0.0541,0.308,0.912,0.0931,0.111,123.964,220426,4,1891
"1822",61,0.677,0.804,0,-7.025,0,0.165,0.0167,0.918,0.576,0.32,165.003,340637,4,1892
"1823",63,0.734,0.362,9,-8.856,0,0.0307,0.251,0.0226,0.293,0.26,90.031,152000,4,1893
"1824",60,0.428,0.333,8,-12.89,1,0.0445,0.928,0.0901,0.128,0.535,76.505,56471,4,1894
"1825",65,0.485,0.739,0,-4.693,1,0.0352,0.0174,0.08,0.0674,0.0293,140.044,309429,1,1895
"1826",62,0.328,0.34,0,-20.37,1,0.0524,0.917,0.909,0.148,0.0619,124.93,72120,4,1896
"1827",63,0.363,0.608,10,-7.234,0,0.0692,0.457,0.653,0.43,0.139,74.758,168751,4,1897
"1828",62,0.491,0.775,4,-7.247,0,0.0339,0.0414,0.198,0.139,0.0572,180.028,298667,4,1898
"1829",64,0.537,0.565,9,-6.086,1,0.0345,0.013,0.805,0.105,0.241,97.514,143775,4,1899
"1830",67,0.498,0.545,7,-7.917,0,0.0481,0.0216,0.808,0.0996,0.0383,177.984,248785,4,1900
"1831",60,0.837,0.403,8,-9.225,1,0.102,0.791,0.000704,0.0705,0.406,113.988,193696,4,1901
"1832",63,0.614,0.558,1,-9.653,0,0.0729,0.0666,0.493,0.188,0.0703,125.04,204263,4,1902
"1833",62,0.803,0.662,7,-7.834,1,0.0377,0.0132,0.74,0.325,0.264,121.994,200874,4,1903
"1834",60,0.286,0.421,0,-22.06,0,0.136,0.897,0.912,0.0934,0.118,161.227,113160,5,1904
"1835",64,0.559,0.895,10,-5.276,1,0.0515,0.0533,0.767,0.0892,0.571,155.027,313521,4,1905
"1836",62,0.305,0.914,2,-7.451,1,0.221,0.0275,0.909,0.606,0.0687,211.893,366792,4,1906
"1837",70,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,234244,4,1907
"1838",57,0.364,0.729,1,-9.499,0,0.0651,0.647,0.891,0.226,0.345,126.617,172442,3,1908
"1839",62,0.372,0.928,7,-1.84,1,0.0455,0.0856,0.0465,0.114,0.0869,115.992,260000,4,1909
"1840",65,0.555,0.348,11,-9.783,0,0.0336,0.107,0.776,0.147,0.175,155.065,149122,4,1910
"1841",62,0.63,0.484,0,-12.122,1,0.0336,0.25,0.834,0.103,0.0365,100.023,156600,4,1911
"1842",57,0.836,0.768,9,-7.358,1,0.0689,0.422,0.916,0.162,0.203,120.014,243374,4,1912
"1843",57,0.435,0.815,0,-4.06,1,0.0375,0.001,0.0018,0.11,0.193,156.037,203846,4,1913
"1844",65,0.537,0.859,4,-5.487,0,0.039,0.0694,0.77,0.13,0.21,157.98,264734,4,1914
"1845",62,0.492,0.945,6,-2.278,1,0.0343,1.82e-05,0.958,0.299,0.117,128.003,240406,4,1915
"1846",62,0.803,0.949,5,-2.347,1,0.274,0.036,0.202,0.412,0.502,79.99,216000,4,1916
"1847",62,0.358,0.145,7,-13.229,0,0.0377,0.989,0.45,0.0735,0.523,71.837,267468,4,1917
"1848",55,0.488,0.687,7,-6.747,0,0.0676,0.233,0.124,0.107,0.189,145.99,270257,4,1918
"1849",62,0.66,0.756,5,-7.871,0,0.0391,0.0853,0.697,0.13,0.489,129.999,198565,4,1919
"1850",61,0.312,0.116,7,-23.492,1,0.0577,0.332,0.882,0.109,0.0305,122.984,139355,4,1920
"1851",63,0.521,0.806,6,-6.336,1,0.0367,0.0156,0.16,0.0732,0.0717,176.003,273409,4,1921
"1852",70,0.507,0.824,6,-2.501,1,0.0526,0.0246,0.0451,0.0848,0.0394,84.992,248471,4,1922
"1853",54,0.267,0.66,1,-10.08,1,0.0422,0.0647,0.935,0.0878,0.0985,129.98,138462,4,1923
"1854",61,0.708,0.293,8,-10.474,1,0.385,0.41,0.481,0.0718,0.583,74.441,210882,4,1924
"1855",63,0.587,0.35,9,-16.805,0,0.0326,0.475,0.945,0.116,0.247,101.044,187107,4,1925
"1856",63,0.759,0.542,5,-13.087,0,0.0884,0.152,0.863,0.741,0.0382,134.956,248987,4,1926
"1857",62,0.488,0.894,1,-3.868,1,0.331,0.767,0.0284,0.639,0.114,160.03,171103,4,1927
"1858",62,0.449,0.555,8,-10.736,0,0.0678,0.188,0.558,0.147,0.0535,139.912,180000,4,1928
"1859",66,0.582,0.619,3,-7.866,1,0.0942,0.0479,0.901,0.115,0.503,80.009,144000,4,1929
"1860",65,0.538,0.596,9,-8.389,1,0.045,0.00258,0.564,0.0835,0.0483,107.756,218549,4,1930
"1861",57,0.622,0.571,7,-11.769,0,0.045,0.472,0.877,0.112,0.125,107.999,233333,4,1931
"1862",60,0.585,0.496,0,-11.969,1,0.0432,0.146,0.904,0.107,0.0364,117.999,210046,4,1932
"1863",56,0.474,0.551,10,-7.673,0,0.0596,0.565,0.933,0.173,0.132,123.028,474146,4,1933
"1864",60,0.838,0.57,0,-9.893,1,0.0635,0.507,0.919,0.376,0.0722,118.008,298983,3,1934
"1865",63,0.531,0.737,1,-6.17,0,0.0252,0.008,0.239,0.416,0.0883,103.999,197749,4,1935
"1866",62,0.806,0.758,3,-8.308,1,0.0399,0.00104,0.905,0.0815,0.43,127.009,427987,4,1936
"1867",59,0.573,0.729,11,-12.115,0,0.0449,0.118,0.841,0.0846,0.188,122.997,267368,4,1937
"1868",44,0.723,0.312,7,-14.467,1,0.0638,0.0672,0.839,0.111,0.135,134.002,206891,4,1938
"1869",60,0.718,0.533,2,-10.62,1,0.0589,0.256,0.753,0.144,0.215,172.145,209317,4,1939
"1870",58,0.506,0.299,0,-14.714,0,0.0324,0.923,0.934,0.108,0.0944,80.031,222000,3,1940
"1871",56,0.849,0.661,1,-7.5,1,0.0789,0.0245,0.842,0.114,0.143,127.992,442445,4,1941
"1872",65,0.406,0.284,0,-18.28,1,0.029,0.968,0.967,0.076,0.0377,104.975,174429,4,1942
"1873",61,0.253,0.34,0,-17.326,0,0.291,0.963,0.675,0.352,0.0997,167.45,86908,4,1943
"1874",56,0.785,0.867,11,-10.439,0,0.073,0.0795,0.842,0.0555,0.982,109.997,372000,4,1944
"1875",60,0.707,0.351,0,-15.53,1,0.0322,0.41,0.881,0.1,0.403,120.01,299281,4,1945
"1876",60,0.449,0.847,5,-11.083,0,0.166,0.922,0.754,0.352,0.473,92.109,46667,4,1946
"1877",60,0.457,0.612,2,-15.705,1,0.226,0.903,0.907,0.366,0.0357,87.864,56947,4,1947
"1878",53,0.62,0.525,11,-9.992,0,0.226,0.00572,0.73,0.0492,0.799,111.199,336486,4,1948
"1879",58,0.562,0.936,10,-7.8,1,0.0617,0.0336,0.727,0.537,0.235,98.039,143800,4,1949
"1880",61,0.501,0.949,2,-11.106,1,0.0864,0.0822,0.935,0.129,0.106,110.155,321882,5,1950
"1881",59,0.629,0.497,0,-14.838,1,0.036,0.0453,0.879,0.105,0.185,124.993,515323,4,1951
"1882",57,0.32,0.317,0,-17.966,0,0.0659,0.93,0.963,0.0716,0.0396,85.153,222000,4,1952
"1883",64,0.643,0.671,10,-10.821,1,0.0374,0.803,0.801,0.086,0.0693,125.023,307914,4,1953
"1884",67,0.682,0.476,8,-10.228,0,0.0663,0.274,0.862,0.131,0.0523,186.024,143256,3,1954
"1885",51,0.339,0.276,7,-18.777,1,0.0807,0.711,0.822,0.376,0.101,119.231,137110,3,1955
"1886",61,0.352,0.381,10,-12.602,0,0.057,0.0415,0.885,0.111,0.0279,114.846,112840,4,1956
"1887",65,0.743,0.35,9,-14.142,0,0.0852,0.0803,0.835,0.113,0.293,180.095,149422,4,1957
"1888",58,0.795,0.687,5,-12.031,0,0.05,0.0028,0.943,0.0984,0.0375,122,413249,4,1958
"1889",59,0.756,0.722,2,-6.558,1,0.0344,0.329,0.859,0.118,0.436,120.987,317355,4,1959
"1890",78,0.629,0.717,6,-5.706,1,0.0638,0.0876,0,0.358,0.129,145.959,260077,4,1960
"1891",50,0.589,0.341,6,-11.099,0,0.0614,0.192,0,0.0971,0.0398,117.747,280678,4,1961
"1892",74,0.587,0.514,1,-7.182,0,0.0763,0.105,0,0.147,0.486,133.881,260253,4,1962
"1893",84,0.532,0.642,5,-4.891,0,0.111,0.0548,0.000246,0.0991,0.536,193.016,232187,4,1963
"1894",98,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,4,1964
"1895",71,0.741,0.62,6,-7.439,0,0.0472,0.334,0,0.302,0.7,126.028,276960,4,1965
"1896",72,0.645,0.543,5,-11.219,0,0.34,0.226,0,0.111,0.501,99.728,196436,4,1966
"1897",84,0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,68.191,272187,5,1967
"1898",59,0.681,0.556,9,-5.955,0,0.185,0.271,0,0.45,0.514,144.998,229221,4,1968
"1899",76,0.512,0.511,7,-4.412,0,0.324,0.537,0,0.115,0.651,88.816,218073,4,1969
"1900",83,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,209831,4,1970
"1901",82,0.645,0.541,10,-6.312,0,0.0385,0.0802,0,0.325,0.411,95.061,181880,4,1971
"1902",66,0.461,0.653,6,-8.617,1,0.327,0.158,0,0.197,0.588,81.628,322000,1,1972
"1903",67,0.793,0.655,7,-7.323,0,0.0866,0.108,0,0.0739,0.37,92.03,173054,4,1973
"1904",65,0.839,0.403,1,-7.49,1,0.178,0.0266,0,0.093,0.387,134.133,225791,4,1974
"1905",74,0.678,0.462,0,-7.842,1,0.0628,0.0811,0,0.11,0.121,129.866,244280,4,1975
"1906",68,0.344,0.447,9,-6.797,1,0.0907,0.776,0,0.109,0.556,176.65,197191,4,1976
"1907",74,0.415,0.313,1,-12.945,0,0.0561,0.255,1.4e-05,0.117,0.0875,84.953,200133,4,1977
"1908",61,0.905,0.448,9,-10.88,0,0.0695,0.0129,0.0981,0.0582,0.647,122.046,222656,4,1978
"1909",68,0.839,0.465,1,-6.798,1,0.0664,0.327,0,0.111,0.578,106.957,163000,4,1979
"1910",76,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,185617,4,1980
"1911",60,0.584,0.564,0,-6.93,0,0.211,0.246,0,0.0924,0.562,105.017,243559,4,1981
"1912",72,0.622,0.446,9,-9.647,0,0.22,0.318,0.0135,0.0904,0.168,68.85,215045,4,1982
"1913",71,0.89,0.523,6,-8.526,1,0.056,0.453,1.58e-06,0.0831,0.345,111.031,242196,4,1983
"1914",20,0.623,0.784,2,-6.073,1,0.227,0.143,1.31e-06,0.102,0.821,128.087,239493,4,1984
"1915",86,0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,275080,4,1985
"1916",73,0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,261103,4,1986
"1917",83,0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,129478,4,1987
"1918",78,0.77,0.426,5,-5.717,0,0.0473,0.0116,0,0.273,0.523,102.056,163133,4,1988
"1919",66,0.654,0.587,10,-6.331,1,0.0439,0.026,0,0.589,0.288,100.014,281360,4,1989
"1920",64,0.572,0.585,11,-4.506,0,0.118,0.139,0,0.0778,0.411,136.003,224427,4,1990
"1921",67,0.796,0.438,6,-7.374,0,0.157,0.298,0.0135,0.146,0.442,149.998,188985,4,1991
"1922",65,0.655,0.629,7,-6.743,0,0.0695,0.129,0,0.173,0.182,132.954,188313,4,1992
"1923",67,0.474,0.503,11,-5.289,1,0.0445,0.335,0,0.192,0.431,180.059,204947,3,1993
"1924",65,0.307,0.481,3,-8.442,0,0.128,0.365,0,0.207,0.329,68.894,258933,3,1994
"1925",62,0.379,0.505,9,-5.483,1,0.0608,0.432,0,0.158,0.367,88.024,301330,4,1995
"1926",59,0.619,0.424,6,-5.24,0,0.0468,0.0207,3.9e-06,0.0853,0.388,73.013,217253,4,1996
"1927",57,0.72,0.424,6,-9.347,1,0.0937,0.627,1.33e-05,0.148,0.234,139.924,180225,4,1997
"1928",69,0.66,0.532,6,-6.847,1,0.071,0.204,0,0.113,0.635,79.035,236946,4,1998
"1929",65,0.57,0.653,0,-8.479,0,0.152,0.0191,1.25e-06,0.133,0.213,96.035,173807,4,1999
"1930",67,0.683,0.684,11,-4.522,0,0.0643,0.0691,0,0.124,0.905,140.373,307906,4,2000
"1931",62,0.668,0.519,1,-6.933,1,0.174,0.086,0,0.0953,0.392,102.716,252613,4,2001
